TaskID,TaskName,Type,Importance,Duration,DayOfWeek,StartTime,EndTime,UserID
299,Take a deep breath,Personal,Normal,5,Tuesday,8:40,8:45,user1
2318,Attend a birthday party,Personal,Less Important,60,Tuesday,20:45,21:45,user1
2543,Code review session,Work,More Important,60,Thursday,14:30,15:30,user1
1702,Check emails,Work,Normal,15,Wednesday,8:00,8:15,user1
473,Drive to work,Work,Normal,30,Tuesday,8:30,9:00,user1
115,Watch a TED Talk,Education,Normal,30,Sunday,19:00,19:30,user1
2582,Weekly team briefing,Work,Important,30,Thursday,10:45,11:15,user1
100,Take an online quiz,Education,Normal,30,Monday,17:30,18:00,user1
IuJVtuXwoI52leqHha8t,listen podcast,Personal,Normal,30,Thursday,20:45,21:15,AcggWN6cpMNmEhlgSKPVUc1Ylq32
2981,Team meeting,Work,Important,60,Wednesday,11:00,12:00,user1
1119,Send a message,Personal,Less Important,10,Monday,23:20,23:30,user1
2399,Write a blog post,Personal,Normal,30,Monday,16:30,17:00,user1
2593,Summarize a chapter,Education,More Important,60,Wednesday,11:15,12:15,user1
1733,Post on a blog,Personal,Less Important,30,Sunday,14:30,15:00,user1
1189,Meet new people,Social,Normal,60,Tuesday,15:00,16:00,user1
1966,Coffee with a friend,Personal,Less Important,30,Tuesday,14:45,15:15,user1
2656,Visit the bank,Personal,More Important,45,Friday,11:45,12:30,user1
238,Visit family,Personal,Normal,120,Sunday,14:00,16:00,user1
3010,Design a presentation,Work,More Important,45,Thursday,14:30,15:15,user1
2123,Summarize a chapter,Education,More Important,60,Thursday,9:00,10:00,user1
1927,Visit the bank,Personal,More Important,45,Saturday,10:45,11:30,user1
3148,Vacuum the floor,Personal,Normal,60,Wednesday,13:45,14:45,user1
2577,Read a book,Education,More Important,60,Tuesday,10:15,11:15,user1
3094,Drop off donation,Personal,More Important,30,Wednesday,15:15,15:45,user1
1176,Write to-do list,Work,Normal,10,Sunday,8:45,8:55,user1
402,Attend a seminar on technology trends,Education,Very Important,120,Monday,14:00,16:00,user1
1641,Play board games with family,Personal,Normal,90,Friday,19:30,21:00,user1
47,Plan for the new week,Work,Important,45,Friday,8:15,8:00,user1
JItBRT3jB7waW8o3xYxm,sinus,Personal,Very Important,0,Thursday,22:46,13:25,AcggWN6cpMNmEhlgSKPVUc1Ylq32
319,Clean the house,Personal,Normal,60,Friday,9:00,10:00,user1
2646,Design a presentation,Work,More Important,30,Sunday,17:00,17:30,user1
2082,Wash dishes,Personal,Normal,45,Wednesday,13:15,14:00,user1
2556,Create flashcards for revision,Education,More Important,30,Friday,10:45,11:15,user1
37,Prepare lecture,Work,Important,90,Tuesday,13:45,15:15,user1
2832,Write a poem,Personal,Normal,45,Sunday,12:30,13:15,user1
1670,Make a to-do list for the day,Personal,Normal,10,Saturday,7:20,7:30,user1
1653,Go to work,Work,Very Important,60,Monday,8:30,9:30,user1
2096,Pick up package,Personal,More Important,60,Thursday,16:00,17:00,user1
1284,Email Responses,Personal,Less Important,23,Sunday,16:00,16:23,user1
843,Practice yoga,Personal,Normal,30,Saturday,6:00,6:30,user1
1948,Update project status,Work,More Important,45,Wednesday,14:30,15:15,user1
2816,Project sync-up,Work,Important,60,Friday,13:00,14:00,user1
1213,Check email,Work,Normal,15,Saturday,8:45,9:00,user1
71,Writing,Work,Less Important,70,Monday,18:00,19:10,user1
2088,Mail documents,Personal,More Important,30,Sunday,11:15,11:45,user1
255,Water plants,Personal,Normal,15,Saturday,6:35,6:50,user1
653,Gardening,Personal,Normal,45,Wednesday,7:30,8:15,user1
1549,Cooking,Personal,Normal,60,Sunday,12:15,13:15,user1
2053,Update project status,Work,More Important,45,Sunday,14:15,15:00,user1
3181,Chat with neighbors,Personal,Less Important,45,Thursday,17:00,17:45,user1
1932,Update project status,Work,More Important,45,Saturday,9:45,10:30,user1
1045,Join a webinar on AI,Education,Very Important,120,Tuesday,10:00,12:00,user1
169,Read the news,Personal,Normal,20,Tuesday,7:00,7:20,user1
337,Prepare lecture,Work,Important,90,Tuesday,13:45,15:15,user1
886,Organize photos,Personal,Less Important,30,Wednesday,14:00,14:30,user1
2955,Client discussion,Work,Important,45,Saturday,12:15,13:00,user1
2367,Listen to music,Personal,Less Important,30,Tuesday,19:30,20:00,user1
716,Learn new software,Education,Important,120,Monday,9:00,11:00,user1
1559,Coding Session,Personal,Normal,68,Wednesday,7:00,8:08,user1
779,Clean the kitchen,Personal,Normal,30,Tuesday,17:00,17:30,user1
1289,Coding Session,Work,Important,15,Friday,18:00,18:15,user1
1684,Have a cup of tea,Personal,Normal,15,Wednesday,7:00,7:15,user1
1387,Listen to music,Personal,Normal,30,Wednesday,12:00,12:30,user1
929,Cooking,Personal,Normal,60,Monday,12:15,13:15,user1
2305,Paint a picture,Personal,Normal,45,Friday,14:45,15:30,user1
K9rCArB5T1n9v7jSnFQh,write report,Work,Important,90,Tuesday,10:45,12:15,AcggWN6cpMNmEhlgSKPVUc1Ylq32
927,Plan for the new week,Work,Important,45,Saturday,8:00,8:15,user1
369,Reading,Personal,Less Important,82,Saturday,5:00,6:22,user1
1357,Take a short walk,Personal,Less Important,10,Monday,12:00,12:10,user1
1748,Handle paperwork,Work,Normal,30,Friday,13:15,13:45,user1
2842,Drop off donation,Personal,More Important,30,Friday,9:15,9:45,user1
2251,Cycling,Personal,Normal,60,Friday,5:15,6:15,user1
1082,Check work updates,Work,Normal,20,Tuesday,20:00,20:20,user1
2645,Read research paper,Education,Important,30,Saturday,15:30,16:00,user1
1121,Organize work,Work,Important,60,Sunday,10:30,11:30,user1
213,Watch a movie,Personal,Normal,120,Thursday,20:00,22:00,user1
355,Family dinner,Personal,Important,90,Friday,19:00,20:30,user1
2460,Code review session,Work,More Important,30,Monday,15:00,15:30,user1
2238,Attend webinar,Education,Important,45,Friday,14:30,15:15,user1
2602,Stretching session,Personal,Normal,30,Monday,6:30,7:00,user1
396,Meeting,Personal,Less Important,51,Friday,21:00,21:51,user1
1315,Watch a TED Talk,Education,Normal,30,Sunday,19:00,19:30,user1
1024,Organize workspace,Work,Important,60,Tuesday,13:00,14:00,user1
862,Take a break,Personal,Less Important,10,Wednesday,9:45,9:55,user1
547,Update personal profiles,Personal,Less Important,15,Thursday,13:00,13:15,user1
34,Watch a movie,Personal,Less Important,120,Saturday,21:15,23:15,user1
910,Cooking,Personal,Normal,60,Wednesday,12:00,13:00,user1
1719,Send a message,Personal,Less Important,10,Monday,23:20,23:30,user1
2932,Prepare budget report,Work,More Important,30,Wednesday,9:30,10:00,user1
540,Work in a team,Work,Very Important,120,Saturday,10:30,12:30,user1
272,Walk the dog,Personal,Normal,30,Saturday,16:00,16:30,user1
195,Do some light stretching,Personal,Normal,10,Thursday,6:30,6:40,user1
2950,Practice a new language,Education,Important,60,Sunday,16:15,17:15,user1
2731,Create flashcards for revision,Education,More Important,60,Monday,18:45,19:45,user1
631,Yoga practice,Personal,Normal,30,Wednesday,6:15,6:45,user1
2535,Cycling,Personal,Normal,45,Friday,7:45,8:30,user1
384,Email Responses,Personal,Less Important,23,Sunday,16:00,16:23,user1
1211,Learn programming,Education,Very Important,90,Thursday,19:00,20:30,user1
2714,Prepare budget report,Work,More Important,60,Sunday,13:15,14:15,user1
794,Take a hot bath,Personal,Normal,30,Wednesday,20:00,20:30,user1
2672,Paint a picture,Personal,Normal,30,Wednesday,16:45,17:15,user1
1949,Clean the kitchen,Personal,Normal,60,Tuesday,16:45,17:45,user1
490,Take a nap,Personal,Less Important,30,Wednesday,16:30,17:00,user1
2844,Organize closet,Personal,Normal,45,Sunday,18:30,19:15,user1
1328,Write a short story,Personal,Normal,90,Saturday,19:00,20:30,user1
1940,Reply to messages,Personal,Less Important,45,Wednesday,19:30,20:15,user1
2244,Test new software features,Work,More Important,60,Monday,13:00,14:00,user1
2855,Complete a coding challenge,Education,Important,60,Friday,11:30,12:30,user1
2953,Design a presentation,Work,More Important,30,Tuesday,12:00,12:30,user1
131,Morning stretch,Personal,Less Important,15,Tuesday,6:30,6:45,user1
31,Yoga practice,Personal,Normal,30,Wednesday,6:15,6:45,user1
88,Reading,Personal,Normal,81,Thursday,13:00,14:21,user1
1718,Write a journal,Personal,Normal,20,Monday,23:00,23:20,user1
740,Attend a coding hackathon,Education,Very Important,240,Thursday,14:00,18:00,user1
2089,Watch a stand-up comedy,Personal,Less Important,30,Tuesday,20:30,21:00,user1
674,Email Responses,Personal,Normal,83,Thursday,23:00,0:23,user1
554,Make bed,Personal,Normal,10,Sunday,6:25,6:35,user1
834,Do crafts,Personal,Less Important,60,Sunday,16:30,17:30,user1
1575,Grocery Shopping,Work,Very Important,43,Friday,7:00,7:43,user1
687,Writing,Work,Important,18,Wednesday,9:00,9:18,user1
3170,Mail documents,Personal,More Important,45,Saturday,11:15,12:00,user1
2557,Design a presentation,Work,More Important,60,Sunday,17:30,18:30,user1
1997,Swimming,Personal,Normal,45,Thursday,6:15,7:00,user1
L5mAJX17by54qPqqHIJC,sinus,Personal,Very Important,0,Thursday,22:54,23:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32
84,Email Responses,Personal,Less Important,23,Sunday,16:00,16:23,user1
1839,Client discussion,Work,Important,30,Friday,11:15,11:45,user1
L74VNSEdgxZqlMegnrVO,meeting,Work,Normal,100,Tuesday,11:00,12:40,AcggWN6cpMNmEhlgSKPVUc1Ylq32
1921,Respond to work emails,Work,More Important,30,Thursday,12:45,13:15,user1
2648,Join online group chat,Personal,Less Important,30,Tuesday,21:45,22:15,user1
1693,Reply to personal messages,Personal,Normal,15,Wednesday,19:30,19:45,user1
1038,Research healthy recipes,Personal,Normal,60,Tuesday,11:00,12:00,user1
2179,Vacuum the floor,Personal,Normal,30,Friday,16:15,16:45,user1
421,Call a relative,Personal,Normal,30,Saturday,10:30,11:00,user1
1878,Watch a stand-up comedy,Personal,Less Important,30,Thursday,20:30,21:00,user1
324,Read a book,Personal,Normal,60,Wednesday,20:15,21:15,user1
660,Reading,Personal,Less Important,24,Thursday,20:00,20:24,user1
87,Writing,Work,Important,18,Wednesday,9:00,9:18,user1
1296,Meeting,Personal,Less Important,51,Friday,21:00,21:51,user1
1030,Learn a new language,Education,Important,60,Monday,20:00,21:00,user1
2684,Listen to music,Personal,Less Important,45,Tuesday,19:45,20:30,user1
595,Pay bills,Personal,Important,30,Friday,18:00,18:30,user1
1540,Meeting with client,Work,Very Important,60,Friday,9:15,10:15,user1
624,Read a book,Personal,Normal,60,Wednesday,20:15,21:15,user1
1180,Go for a bike ride,Personal,Less Important,30,Thursday,17:00,17:30,user1
839,Play with pets,Personal,Normal,30,Saturday,14:50,15:20,user1
48,Jogging,Personal,Less Important,30,Saturday,7:45,8:15,user1
1786,Organize photos,Personal,Less Important,30,Wednesday,14:00,14:30,user1
471,Water the plants,Personal,Normal,10,Saturday,7:30,7:40,user1
907,Teamwork,Work,Very Important,120,Sunday,14:00,16:00,user1
2015,Strategy discussion,Work,Important,45,Wednesday,13:15,14:00,user1
3230,Play games,Personal,Less Important,60,Wednesday,19:30,20:30,user1
2100,Edit a short video,Personal,Normal,45,Saturday,15:15,16:00,user1
290,Attend a webinar,Education,Important,60,Wednesday,19:00,20:00,user1
959,Coding Session,Personal,Normal,68,Wednesday,7:00,8:08,user1
483,Plan a weekend trip,Personal,Normal,30,Tuesday,20:30,21:00,user1
1325,Meditation session,Personal,Less Important,20,Wednesday,6:00,6:20,user1
2943,Stream live concert,Personal,Less Important,60,Tuesday,20:45,21:45,user1
962,Meeting,Personal,Important,61,Saturday,6:00,7:01,user1
1586,Coding Session,Work,Very Important,116,Tuesday,9:00,10:56,user1
2371,Get a haircut,Personal,More Important,45,Thursday,11:00,11:45,user1
3195,Test new software features,Work,More Important,45,Tuesday,14:45,15:30,user1
2947,Call family,Personal,Less Important,30,Saturday,18:45,19:15,user1
3066,Watch YouTube,Personal,Less Important,60,Saturday,21:15,22:15,user1
2161,Write report,Work,More Important,45,Saturday,14:45,15:30,user1
840,Work in a team,Work,Very Important,120,Saturday,10:30,12:30,user1
525,Play sports,Personal,Normal,60,Thursday,17:30,18:30,user1
1308,Host a movie night,Personal,Normal,150,Sunday,20:00,22:30,user1
1321,Call a relative,Personal,Normal,30,Saturday,10:30,11:00,user1
630,Learn programming,Education,Very Important,90,Tuesday,19:15,20:45,user1
116,Learn new software,Education,Important,120,Monday,9:00,11:00,user1
M1jwpaVGTEo92hzxIVaO,sinus,Personal,Very Important,0,Thursday,22:54,23:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32
1096,Take a morning walk,Personal,Normal,20,Thursday,7:00,7:20,user1
52,Team brainstorming session,Work,Very Important,90,Tuesday,10:00,11:30,user1
3054,Grocery shopping,Personal,More Important,60,Friday,15:00,16:00,user1
2598,Edit a short video,Personal,Normal,60,Friday,18:15,19:15,user1
2892,Watch a stand-up comedy,Personal,Less Important,45,Tuesday,19:45,20:30,user1
1950,Test new software features,Work,More Important,60,Thursday,14:15,15:15,user1
424,Organize workspace,Work,Important,60,Tuesday,13:00,14:00,user1
11,Learn programming,Education,Very Important,90,Thursday,19:00,20:30,user1
1219,Clean the house,Personal,Normal,60,Friday,9:00,10:00,user1
1933,Pick up package,Personal,More Important,45,Monday,10:00,10:45,user1
1371,Water the plants,Personal,Normal,10,Saturday,7:30,7:40,user1
579,Call a friend,Personal,Normal,20,Wednesday,18:00,18:20,user1
3175,Take notes from an eBook,Education,Important,45,Tuesday,13:00,13:45,user1
738,Research healthy recipes,Personal,Normal,60,Tuesday,11:00,12:00,user1
542,Attend a party,Social,Less Important,180,Saturday,18:30,21:30,user1
1577,Meeting,Personal,Important,67,Sunday,12:00,13:07,user1
2745,Code review session,Work,More Important,45,Thursday,14:00,14:45,user1
3173,Cross-department alignment,Work,Important,60,Monday,10:00,11:00,user1
256,Brush teeth,Personal,Normal,5,Saturday,6:50,6:55,user1
1857,Make a scrapbook,Personal,Normal,30,Monday,17:15,17:45,user1
1150,Learn a new skill,Education,Important,60,Sunday,16:30,17:30,user1
398,Grocery Shopping,Personal,Important,50,Sunday,1:00,1:50,user1
1783,Write a letter,Personal,Less Important,30,Sunday,18:30,19:00,user1
2810,Hang out at a cafe,Personal,Less Important,45,Thursday,15:00,15:45,user1
1401,Browse social media,Personal,Less Important,15,Tuesday,7:45,8:00,user1
2949,Join online group chat,Personal,Less Important,60,Wednesday,20:00,21:00,user1
2904,Attend a birthday party,Personal,Less Important,60,Tuesday,19:15,20:15,user1
149,Brush teeth,Personal,Normal,5,Monday,7:00,7:05,user1
2753,Buy stationery,Personal,More Important,30,Thursday,16:30,17:00,user1
1035,Back up important data,Work,Important,30,Saturday,9:00,9:30,user1
1037,Paint a canvas,Personal,Normal,90,Monday,17:00,18:30,user1
1151,Watch a livestream,Personal,Less Important,60,Monday,19:00,20:00,user1
1812,Design a presentation,Work,More Important,30,Thursday,16:00,16:30,user1
1169,Talk to family,Personal,Normal,20,Wednesday,17:30,17:50,user1
326,Teamwork,Work,Very Important,120,Friday,14:15,16:15,user1
2970,Weekly team briefing,Work,Important,45,Friday,9:15,10:00,user1
807,Go shopping,Personal,Normal,60,Thursday,16:00,17:00,user1
696,Meeting,Personal,Less Important,51,Friday,21:00,21:51,user1
1340,Attend a coding hackathon,Education,Very Important,240,Thursday,14:00,18:00,user1
977,Meeting,Personal,Important,67,Sunday,12:00,13:07,user1
2220,Read a technical article,Education,Important,45,Wednesday,14:45,15:30,user1
2715,Do the laundry,Personal,Normal,45,Monday,17:15,18:00,user1
1011,Morning journaling,Personal,Normal,30,Wednesday,6:30,7:00,user1
1817,Practice a new language,Education,Important,45,Thursday,18:00,18:45,user1
804,Exercise,Personal,Important,45,Wednesday,8:35,9:20,user1
1688,Call a colleague for a quick check-in,Work,Normal,10,Wednesday,14:00,14:10,user1
633,Learn English,Education,Important,60,Friday,15:15,16:15,user1
846,Attend a seminar,Education,Very Important,120,Thursday,9:00,11:00,user1
989,Coding Session,Work,Important,15,Friday,18:00,18:15,user1
1701,Browse social media,Personal,Less Important,15,Tuesday,7:45,8:00,user1
N0Hub83GNfRq6hyoP1DN,feds,Personal,Very Important,120,Thursday,03:05,05:05,sN050kh0JrWdKV54II4PGmeviiW2
2132,Respond to work emails,Work,More Important,60,Wednesday,16:45,17:45,user1
2332,Watch YouTube,Personal,Less Important,45,Sunday,20:15,21:00,user1
1430,Tidy up the house,Personal,Normal,30,Monday,21:15,21:45,user1
235,Repair things,Personal,Normal,60,Sunday,15:00,16:00,user1
N3Xl8uplXp3BGo8Pn1wZ,attend seminar,Education,Very Important,120,Thursday,09:00,11:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32
122,Sketch a design,Personal,Normal,90,Sunday,14:00,15:30,user1
2394,Product demo with client,Work,Important,30,Wednesday,10:45,11:15,user1
711,Morning journaling,Personal,Normal,30,Wednesday,6:30,7:00,user1
ND4F5crWdjXmfPPVjBY9,take nap,Personal,Less Important,30,Thursday,15:45,16:15,AcggWN6cpMNmEhlgSKPVUc1Ylq32
485,Read a book,Personal,Normal,30,Wednesday,7:15,7:45,user1
935,Work group meeting,Work,Very Important,60,Sunday,11:15,12:15,user1
3167,One-on-one with supervisor,Work,Important,45,Saturday,12:45,13:30,user1
995,Meeting,Work,Very Important,82,Thursday,20:00,21:22,user1
394,Reading,Work,Important,103,Wednesday,0:00,1:43,user1
8,Plan for the new week,Work,Important,45,Monday,8:00,8:45,user1
3007,Join online group chat,Personal,Less Important,30,Monday,21:45,22:15,user1
1072,Drop kids off at school,Personal,Normal,30,Tuesday,8:00,8:30,user1
NJJOTb5upNrj0W1I7Pt8,sinus,Personal,Very Important,0,Thursday,22:54,23:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32
1108,Do housework,Personal,Normal,45,Thursday,18:00,18:45,user1
1410,Have lunch,Personal,Normal,60,Thursday,12:00,13:00,user1
2695,Organize closet,Personal,Normal,30,Sunday,16:45,17:15,user1
1277,Meeting,Personal,Important,67,Sunday,12:00,13:07,user1
684,Email Responses,Personal,Less Important,23,Sunday,16:00,16:23,user1
2315,Watch a movie,Personal,Less Important,30,Thursday,19:45,20:15,user1
1112,Take a shower,Personal,Normal,20,Wednesday,13:30,13:50,user1
537,Compose music,Personal,Normal,60,Sunday,15:30,16:30,user1
1992,Watch a stand-up comedy,Personal,Less Important,30,Wednesday,20:00,20:30,user1
254,Make bed,Personal,Normal,10,Sunday,6:25,6:35,user1
578,Read a blog,Personal,Less Important,15,Tuesday,10:15,10:30,user1
3191,Jogging,Personal,Normal,45,Friday,5:45,6:30,user1
1620,Meal prep for the week,Personal,Normal,90,Friday,17:30,19:00,user1
NUCJRx7nNmUx8CVx3Keu,meeting,Work,Normal,95,Wednesday,16:00,17:35,AcggWN6cpMNmEhlgSKPVUc1Ylq32
NUZwI8pF8dQ8rAd84x5F,make smoothie,Personal,Less Important,10,Thursday,08:05,08:15,AcggWN6cpMNmEhlgSKPVUc1Ylq32
354,Online workshop,Education,Important,120,Thursday,15:00,17:00,user1
2120,Strategy discussion,Work,Important,30,Monday,12:30,13:00,user1
1710,Have lunch,Personal,Normal,60,Thursday,12:00,13:00,user1
730,Learn a new language,Education,Important,60,Monday,20:00,21:00,user1
